event_id,kind,timestamp,amount,currency,src_account,dst_account,merchant_id,channel,auth_result,txn_status
AMLSIM-88,transaction,1490812200,188.0,USD,4,31,,TRANSFER,SUCCESS,POSTED
AMLSIM-89,transaction,1490898600,189.0,USD,4,90,,TRANSFER,SUCCESS,POSTED
AMLSIM-90,transaction,1490985000,190.0,USD,4,93,,TRANSFER,SUCCESS,POSTED
AMLSIM-91,transaction,1491071400,191.0,USD,4,79,,TRANSFER,SUCCESS,POSTED
AMLSIM-92,transaction,1491157800,192.0,USD,4,40,,TRANSFER,SUCCESS,POSTED
AMLSIM-93,transaction,1491244200,193.0,USD,4,5,,TRANSFER,SUCCESS,POSTED
AMLSIM-94,transaction,1491330600,194.0,USD,4,34,,TRANSFER,SUCCESS,POSTED
AMLSIM-95,transaction,1491417000,195.0,USD,4,15,,TRANSFER,SUCCESS,POSTED
AMLSIM-96,transaction,1491503400,196.0,USD,4,112,,TRANSFER,SUCCESS,POSTED
AMLSIM-97,transaction,1491589800,197.0,USD,4,25,,TRANSFER,SUCCESS,POSTED
AMLSIM-98,transaction,1491676200,198.0,USD,4,21,,TRANSFER,SUCCESS,POSTED
AMLSIM-99,transaction,1491762600,199.0,USD,4,80,,TRANSFER,SUCCESS,POSTED
AMLSIM-100,transaction,1491849000,200.0,USD,4,130,,TRANSFER,SUCCESS,POSTED
AMLSIM-101,transaction,1491935400,201.0,USD,4,224,,TRANSFER,SUCCESS,POSTED
AMLSIM-102,transaction,1492021800,202.0,USD,4,59,,TRANSFER,SUCCESS,POSTED
AMLSIM-103,transaction,1492108200,203.0,USD,4,135,,TRANSFER,SUCCESS,POSTED
AMLSIM-104,transaction,1492194600,204.0,USD,4,14,,TRANSFER,SUCCESS,POSTED
AMLSIM-105,transaction,1492281000,205.0,USD,4,92,,TRANSFER,SUCCESS,POSTED
AMLSIM-106,transaction,1492367400,206.0,USD,4,999,,TRANSFER,SUCCESS,POSTED
AMLSIM-107,transaction,1492453800,207.0,USD,4,113,,TRANSFER,SUCCESS,POSTED
AMLSIM-108,transaction,1492540200,208.0,USD,4,68,,TRANSFER,SUCCESS,POSTED
AMLSIM-109,transaction,1492626600,209.0,USD,4,32,,TRANSFER,SUCCESS,POSTED
AMLSIM-110,transaction,1492713000,210.0,USD,4,35,,TRANSFER,SUCCESS,POSTED
AMLSIM-111,transaction,1492799400,211.0,USD,5,712,,TRANSFER,SUCCESS,POSTED
AMLSIM-112,transaction,1492885800,212.0,USD,5,336,,TRANSFER,SUCCESS,POSTED
AMLSIM-113,transaction,1492972200,213.0,USD,5,33,,TRANSFER,SUCCESS,POSTED
AMLSIM-114,transaction,1493058600,214.0,USD,5,199,,TRANSFER,SUCCESS,POSTED
AMLSIM-115,transaction,1493145000,215.0,USD,5,47,,TRANSFER,SUCCESS,POSTED
AMLSIM-116,transaction,1493231400,216.0,USD,5,1012,,TRANSFER,SUCCESS,POSTED
AMLSIM-117,transaction,1493317800,217.0,USD,5,37,,TRANSFER,SUCCESS,POSTED
AMLSIM-118,transaction,1493404200,218.0,USD,5,258,,TRANSFER,SUCCESS,POSTED
AMLSIM-119,transaction,1493490600,219.0,USD,5,28,,TRANSFER,SUCCESS,POSTED
AMLSIM-120,transaction,1493577000,220.0,USD,5,3,,TRANSFER,SUCCESS,POSTED
AMLSIM-121,transaction,1493663400,221.0,USD,5,181,,TRANSFER,SUCCESS,POSTED
AMLSIM-122,transaction,1493749800,222.0,USD,5,1370,,TRANSFER,SUCCESS,POSTED
AMLSIM-123,transaction,1493836200,223.0,USD,5,16,,TRANSFER,SUCCESS,POSTED
AMLSIM-124,transaction,1493922600,224.0,USD,5,241,,TRANSFER,SUCCESS,POSTED
AMLSIM-125,transaction,1494009000,225.0,USD,5,35,,TRANSFER,SUCCESS,POSTED
AMLSIM-126,transaction,1494095400,226.0,USD,5,543,,TRANSFER,SUCCESS,POSTED
AMLSIM-127,transaction,1494181800,227.0,USD,5,27,,TRANSFER,SUCCESS,POSTED
AMLSIM-128,transaction,1494268200,228.0,USD,5,51,,TRANSFER,SUCCESS,POSTED
AMLSIM-129,transaction,1494354600,229.0,USD,5,42,,TRANSFER,SUCCESS,POSTED
AMLSIM-130,transaction,1494441000,230.0,USD,5,772,,TRANSFER,SUCCESS,POSTED
AMLSIM-131,transaction,1494527400,231.0,USD,5,36,,TRANSFER,SUCCESS,POSTED
AMLSIM-132,transaction,1494613800,232.0,USD,5,63,,TRANSFER,SUCCESS,POSTED
AMLSIM-133,transaction,1494700200,233.0,USD,5,208,,TRANSFER,SUCCESS,POSTED
AMLSIM-134,transaction,1494786600,234.0,USD,5,164,,TRANSFER,SUCCESS,POSTED
AMLSIM-135,transaction,1494873000,235.0,USD,5,78,,TRANSFER,SUCCESS,POSTED
AMLSIM-136,transaction,1494959400,236.0,USD,5,458,,TRANSFER,SUCCESS,POSTED
AMLSIM-137,transaction,1495045800,237.0,USD,5,323,,TRANSFER,SUCCESS,POSTED
AMLSIM-138,transaction,1495132200,238.0,USD,5,24,,TRANSFER,SUCCESS,POSTED
AMLSIM-139,transaction,1495218600,239.0,USD,5,26,,TRANSFER,SUCCESS,POSTED
AMLSIM-140,transaction,1495305000,240.0,USD,5,1248,,TRANSFER,SUCCESS,POSTED
AMLSIM-141,transaction,1495391400,241.0,USD,5,370,,TRANSFER,SUCCESS,POSTED
AMLSIM-142,transaction,1495477800,242.0,USD,5,169,,TRANSFER,SUCCESS,POSTED
AMLSIM-143,transaction,1495564200,243.0,USD,5,53,,TRANSFER,SUCCESS,POSTED
AMLSIM-144,transaction,1495650600,244.0,USD,5,101,,TRANSFER,SUCCESS,POSTED
AMLSIM-145,transaction,1495737000,245.0,USD,5,64,,TRANSFER,SUCCESS,POSTED
AMLSIM-146,transaction,1495823400,246.0,USD,5,777,,TRANSFER,SUCCESS,POSTED
AMLSIM-147,transaction,1495909800,247.0,USD,5,19,,TRANSFER,SUCCESS,POSTED
AMLSIM-148,transaction,1495996200,248.0,USD,5,34,,TRANSFER,SUCCESS,POSTED
AMLSIM-149,transaction,1496082600,249.0,USD,5,714,,TRANSFER,SUCCESS,POSTED
AMLSIM-150,transaction,1496169000,250.0,USD,5,23,,TRANSFER,SUCCESS,POSTED
AMLSIM-151,transaction,1496255400,251.0,USD,5,996,,TRANSFER,SUCCESS,POSTED
AMLSIM-152,transaction,1496341800,252.0,USD,5,20,,TRANSFER,SUCCESS,POSTED
AMLSIM-153,transaction,1496428200,253.0,USD,5,314,,TRANSFER,SUCCESS,POSTED
AMLSIM-154,transaction,1496514600,254.0,USD,6,33,,TRANSFER,SUCCESS,POSTED
AMLSIM-155,transaction,1496601000,255.0,USD,6,37,,TRANSFER,SUCCESS,POSTED
AMLSIM-156,transaction,1496687400,256.0,USD,6,51,,TRANSFER,SUCCESS,POSTED
AMLSIM-157,transaction,1496773800,257.0,USD,6,30,,TRANSFER,SUCCESS,POSTED
AMLSIM-158,transaction,1496860200,258.0,USD,6,243,,TRANSFER,SUCCESS,POSTED
AMLSIM-159,transaction,1496946600,259.0,USD,6,36,,TRANSFER,SUCCESS,POSTED
AMLSIM-160,transaction,1497033000,260.0,USD,6,44,,TRANSFER,SUCCESS,POSTED
AMLSIM-161,transaction,1497119400,261.0,USD,6,35,,TRANSFER,SUCCESS,POSTED
AMLSIM-162,transaction,1497205800,262.0,USD,6,19,,TRANSFER,SUCCESS,POSTED
AMLSIM-163,transaction,1497292200,263.0,USD,6,171,,TRANSFER,SUCCESS,POSTED
AMLSIM-164,transaction,1497378600,264.0,USD,6,22,,TRANSFER,SUCCESS,POSTED
AMLSIM-165,transaction,1497465000,265.0,USD,6,50,,TRANSFER,SUCCESS,POSTED
AMLSIM-166,transaction,1497551400,266.0,USD,6,87,,TRANSFER,SUCCESS,POSTED
AMLSIM-167,transaction,1497637800,267.0,USD,6,17,,TRANSFER,SUCCESS,POSTED
AMLSIM-168,transaction,1497724200,268.0,USD,6,473,,TRANSFER,SUCCESS,POSTED
AMLSIM-169,transaction,1497810600,269.0,USD,6,129,,TRANSFER,SUCCESS,POSTED
AMLSIM-170,transaction,1497897000,270.0,USD,6,115,,TRANSFER,SUCCESS,POSTED
AMLSIM-171,transaction,1497983400,271.0,USD,6,34,,TRANSFER,SUCCESS,POSTED
AMLSIM-172,transaction,1498069800,272.0,USD,6,145,,TRANSFER,SUCCESS,POSTED
AMLSIM-173,transaction,1498156200,273.0,USD,6,1228,,TRANSFER,SUCCESS,POSTED
AMLSIM-174,transaction,1498242600,274.0,USD,6,573,,TRANSFER,SUCCESS,POSTED
AMLSIM-175,transaction,1498329000,275.0,USD,6,326,,TRANSFER,SUCCESS,POSTED
AMLSIM-176,transaction,1498415400,276.0,USD,6,73,,TRANSFER,SUCCESS,POSTED
AMLSIM-177,transaction,1498501800,277.0,USD,6,1260,,TRANSFER,SUCCESS,POSTED
AMLSIM-178,transaction,1498588200,278.0,USD,6,15,,TRANSFER,SUCCESS,POSTED
AMLSIM-179,transaction,1498674600,279.0,USD,6,23,,TRANSFER,SUCCESS,POSTED
AMLSIM-180,transaction,1498761000,280.0,USD,6,12,,TRANSFER,SUCCESS,POSTED
AMLSIM-181,transaction,1498847400,281.0,USD,6,54,,TRANSFER,SUCCESS,POSTED
AMLSIM-182,transaction,1498933800,282.0,USD,6,385,,TRANSFER,SUCCESS,POSTED
AMLSIM-183,transaction,1499020200,283.0,USD,6,43,,TRANSFER,SUCCESS,POSTED
AMLSIM-184,transaction,1499106600,284.0,USD,6,332,,TRANSFER,SUCCESS,POSTED
AMLSIM-185,transaction,1499193000,285.0,USD,6,26,,TRANSFER,SUCCESS,POSTED
AMLSIM-186,transaction,1499279400,286.0,USD,6,1176,,TRANSFER,SUCCESS,POSTED
AMLSIM-187,transaction,1499365800,287.0,USD,6,113,,TRANSFER,SUCCESS,POSTED
AMLSIM-188,transaction,1499452200,288.0,USD,6,636,,TRANSFER,SUCCESS,POSTED
AMLSIM-189,transaction,1499538600,289.0,USD,6,24,,TRANSFER,SUCCESS,POSTED
AMLSIM-190,transaction,1499625000,290.0,USD,6,333,,TRANSFER,SUCCESS,POSTED
AMLSIM-191,transaction,1499711400,291.0,USD,6,160,,TRANSFER,SUCCESS,POSTED
AMLSIM-192,transaction,1499797800,292.0,USD,6,287,,TRANSFER,SUCCESS,POSTED
AMLSIM-193,transaction,1499884200,293.0,USD,6,130,,TRANSFER,SUCCESS,POSTED
AMLSIM-194,transaction,1499970600,294.0,USD,6,27,,TRANSFER,SUCCESS,POSTED
AMLSIM-195,transaction,1500057000,295.0,USD,6,1231,,TRANSFER,SUCCESS,POSTED
AMLSIM-196,transaction,1500143400,296.0,USD,6,70,,TRANSFER,SUCCESS,POSTED
AMLSIM-197,transaction,1500229800,297.0,USD,6,7,,TRANSFER,SUCCESS,POSTED
AMLSIM-198,transaction,1500316200,298.0,USD,6,18,,TRANSFER,SUCCESS,POSTED
AMLSIM-199,transaction,1500402600,299.0,USD,6,321,,TRANSFER,SUCCESS,POSTED
AMLSIM-200,transaction,1500489000,300.0,USD,6,330,,TRANSFER,SUCCESS,POSTED
AMLSIM-201,transaction,1500575400,301.0,USD,6,1022,,TRANSFER,SUCCESS,POSTED
AMLSIM-202,transaction,1500661800,302.0,USD,6,16,,TRANSFER,SUCCESS,POSTED
AMLSIM-203,transaction,1500748200,303.0,USD,6,81,,TRANSFER,SUCCESS,POSTED
AMLSIM-204,transaction,1500834600,304.0,USD,6,235,,TRANSFER,SUCCESS,POSTED
AMLSIM-205,transaction,1500921000,305.0,USD,6,41,,TRANSFER,SUCCESS,POSTED
AMLSIM-206,transaction,1501007400,306.0,USD,6,313,,TRANSFER,SUCCESS,POSTED
AMLSIM-207,transaction,1501093800,307.0,USD,6,178,,TRANSFER,SUCCESS,POSTED
AMLSIM-208,transaction,1501180200,308.0,USD,6,13,,TRANSFER,SUCCESS,POSTED
AMLSIM-209,transaction,1501266600,309.0,USD,6,374,,TRANSFER,SUCCESS,POSTED
AMLSIM-210,transaction,1501353000,310.0,USD,6,25,,TRANSFER,SUCCESS,POSTED
AMLSIM-211,transaction,1501439400,311.0,USD,6,251,,TRANSFER,SUCCESS,POSTED
AMLSIM-212,transaction,1501525800,312.0,USD,6,14,,TRANSFER,SUCCESS,POSTED
AMLSIM-213,transaction,1501612200,313.0,USD,6,28,,TRANSFER,SUCCESS,POSTED
AMLSIM-214,transaction,1501698600,314.0,USD,6,206,,TRANSFER,SUCCESS,POSTED
AMLSIM-215,transaction,1501785000,315.0,USD,7,4,,TRANSFER,SUCCESS,POSTED
AMLSIM-216,transaction,1501871400,316.0,USD,7,34,,TRANSFER,SUCCESS,POSTED
AMLSIM-217,transaction,1501957800,317.0,USD,7,6,,TRANSFER,SUCCESS,POSTED
AMLSIM-218,transaction,1502044200,318.0,USD,7,20,,TRANSFER,SUCCESS,POSTED
AMLSIM-219,transaction,1502130600,319.0,USD,7,39,,TRANSFER,SUCCESS,POSTED
AMLSIM-220,transaction,1502217000,320.0,USD,7,38,,TRANSFER,SUCCESS,POSTED
AMLSIM-221,transaction,1502303400,321.0,USD,7,11,,TRANSFER,SUCCESS,POSTED
AMLSIM-222,transaction,1502389800,322.0,USD,7,27,,TRANSFER,SUCCESS,POSTED
AMLSIM-223,transaction,1502476200,323.0,USD,7,10,,TRANSFER,SUCCESS,POSTED
AMLSIM-224,transaction,1502562600,324.0,USD,7,102,,TRANSFER,SUCCESS,POSTED
AMLSIM-225,transaction,1502649000,325.0,USD,7,60,,TRANSFER,SUCCESS,POSTED
AMLSIM-226,transaction,1502735400,326.0,USD,7,17,,TRANSFER,SUCCESS,POSTED
AMLSIM-227,transaction,1502821800,327.0,USD,7,36,,TRANSFER,SUCCESS,POSTED
AMLSIM-228,transaction,1502908200,328.0,USD,7,12,,TRANSFER,SUCCESS,POSTED
AMLSIM-229,transaction,1502994600,329.0,USD,7,155,,TRANSFER,SUCCESS,POSTED
AMLSIM-230,transaction,1503081000,330.0,USD,7,24,,TRANSFER,SUCCESS,POSTED
AMLSIM-231,transaction,1503167400,331.0,USD,7,15,,TRANSFER,SUCCESS,POSTED
AMLSIM-232,transaction,1503253800,332.0,USD,7,301,,TRANSFER,SUCCESS,POSTED
AMLSIM-233,transaction,1503340200,333.0,USD,7,49,,TRANSFER,SUCCESS,POSTED
AMLSIM-234,transaction,1503426600,334.0,USD,7,67,,TRANSFER,SUCCESS,POSTED
AMLSIM-235,transaction,1503513000,335.0,USD,7,175,,TRANSFER,SUCCESS,POSTED
AMLSIM-236,transaction,1503599400,336.0,USD,7,51,,TRANSFER,SUCCESS,POSTED
AMLSIM-237,transaction,1503685800,337.0,USD,7,726,,TRANSFER,SUCCESS,POSTED
AMLSIM-238,transaction,1503772200,338.0,USD,7,459,,TRANSFER,SUCCESS,POSTED
AMLSIM-239,transaction,1503858600,339.0,USD,7,174,,TRANSFER,SUCCESS,POSTED
AMLSIM-240,transaction,1503945000,340.0,USD,7,14,,TRANSFER,SUCCESS,POSTED
AMLSIM-241,transaction,1504031400,341.0,USD,7,69,,TRANSFER,SUCCESS,POSTED
AMLSIM-242,transaction,1504117800,342.0,USD,7,45,,TRANSFER,SUCCESS,POSTED
AMLSIM-243,transaction,1504204200,343.0,USD,7,1040,,TRANSFER,SUCCESS,POSTED
AMLSIM-244,transaction,1504290600,344.0,USD,7,734,,TRANSFER,SUCCESS,POSTED
AMLSIM-245,transaction,1504377000,345.0,USD,7,37,,TRANSFER,SUCCESS,POSTED
AMLSIM-246,transaction,1504463400,346.0,USD,7,703,,TRANSFER,SUCCESS,POSTED
AMLSIM-247,transaction,1504549800,347.0,USD,7,47,,TRANSFER,SUCCESS,POSTED
AMLSIM-248,transaction,1504636200,348.0,USD,7,344,,TRANSFER,SUCCESS,POSTED
AMLSIM-249,transaction,1504722600,349.0,USD,7,18,,TRANSFER,SUCCESS,POSTED
AMLSIM-250,transaction,1504809000,350.0,USD,7,120,,TRANSFER,SUCCESS,POSTED
AMLSIM-251,transaction,1504895400,351.0,USD,7,22,,TRANSFER,SUCCESS,POSTED
AMLSIM-252,transaction,1504981800,352.0,USD,7,713,,TRANSFER,SUCCESS,POSTED
AMLSIM-253,transaction,1505068200,353.0,USD,7,252,,TRANSFER,SUCCESS,POSTED
AMLSIM-254,transaction,1505154600,354.0,USD,7,13,,TRANSFER,SUCCESS,POSTED
AMLSIM-255,transaction,1505241000,355.0,USD,7,227,,TRANSFER,SUCCESS,POSTED
AMLSIM-256,transaction,1505327400,356.0,USD,7,286,,TRANSFER,SUCCESS,POSTED
AMLSIM-257,transaction,1505413800,357.0,USD,7,64,,TRANSFER,SUCCESS,POSTED
AMLSIM-258,transaction,1505500200,358.0,USD,7,19,,TRANSFER,SUCCESS,POSTED
AMLSIM-259,transaction,1505586600,359.0,USD,7,737,,TRANSFER,SUCCESS,POSTED
AMLSIM-260,transaction,1505673000,360.0,USD,7,62,,TRANSFER,SUCCESS,POSTED
AMLSIM-261,transaction,1505759400,361.0,USD,7,44,,TRANSFER,SUCCESS,POSTED
AMLSIM-262,transaction,1505845800,362.0,USD,7,134,,TRANSFER,SUCCESS,POSTED
AMLSIM-263,transaction,1505932200,363.0,USD,7,1259,,TRANSFER,SUCCESS,POSTED
AMLSIM-264,transaction,1506018600,364.0,USD,7,50,,TRANSFER,SUCCESS,POSTED
AMLSIM-265,transaction,1506105000,365.0,USD,7,121,,TRANSFER,SUCCESS,POSTED
AMLSIM-266,transaction,1506191400,366.0,USD,7,401,,TRANSFER,SUCCESS,POSTED
AMLSIM-267,transaction,1506277800,367.0,USD,7,42,,TRANSFER,SUCCESS,POSTED
AMLSIM-268,transaction,1506364200,368.0,USD,7,342,,TRANSFER,SUCCESS,POSTED
AMLSIM-269,transaction,1506450600,369.0,USD,7,632,,TRANSFER,SUCCESS,POSTED
AMLSIM-270,transaction,1506537000,370.0,USD,7,100,,TRANSFER,SUCCESS,POSTED
AMLSIM-271,transaction,1506623400,371.0,USD,7,28,,TRANSFER,SUCCESS,POSTED
AMLSIM-272,transaction,1506709800,372.0,USD,7,220,,TRANSFER,SUCCESS,POSTED
AMLSIM-273,transaction,1506796200,373.0,USD,7,53,,TRANSFER,SUCCESS,POSTED
AMLSIM-274,transaction,1506882600,374.0,USD,7,23,,TRANSFER,SUCCESS,POSTED
AMLSIM-275,transaction,1506969000,375.0,USD,7,25,,TRANSFER,SUCCESS,POSTED
AMLSIM-276,transaction,1507055400,376.0,USD,7,31,,TRANSFER,SUCCESS,POSTED
AMLSIM-277,transaction,1507141800,377.0,USD,7,146,,TRANSFER,SUCCESS,POSTED
AMLSIM-278,transaction,1507228200,378.0,USD,7,1174,,TRANSFER,SUCCESS,POSTED
AMLSIM-279,transaction,1507314600,379.0,USD,7,26,,TRANSFER,SUCCESS,POSTED
AMLSIM-280,transaction,1507401000,380.0,USD,7,1225,,TRANSFER,SUCCESS,POSTED
AMLSIM-281,transaction,1507487400,381.0,USD,7,956,,TRANSFER,SUCCESS,POSTED
AMLSIM-282,transaction,1507573800,382.0,USD,8,34,,TRANSFER,SUCCESS,POSTED
AMLSIM-283,transaction,1507660200,383.0,USD,8,154,,TRANSFER,SUCCESS,POSTED
AMLSIM-284,transaction,1507746600,384.0,USD,8,31,,TRANSFER,SUCCESS,POSTED
